# id	name	description	rgb	
22698	Ragna Orc Archer	Spirit Infested	A9E89C
22699	Ragna Orc Sniper	Spirit Infested	A9E89C
22700	Varangka's Guardian		A9E89C
22701	Varangka's Dre Vanul		A9E89C
22702	Varangka's Destroyer		A9E89C
22703	Contaminated Morek Warrior		A9E89C
22704	Contaminated Batur Warrior		A9E89C
22705	Contaminated Batur Commander		A9E89C
22706	Turka Follower's Ghost		A9E89C
22707	Turka Commander's Ghost	Grave Guardian Spirit	A9E89C
22708	Invader Warrior of Nightmare		A9E89C
22709	Invader Healer of Nightmare		A9E89C
22710	Invader Guide of Nightmare		A9E89C
22711	Invader Destroyer of Nightmare		A9E89C
22712	Invader Assassin of Nightmare		A9E89C
22713	Invader Shaman of Nightmare		A9E89C
22714	Invader Archer of Nightmare		A9E89C
22715	Invader Soldier of Nightmare		A9E89C
22716	Invader Soldier of Nightmare		A9E89C
22717	Invader Disciple of Nightmare		A9E89C
22718	Invader Elite Soldier of Nightmare		A9E89C
22719	Nihil Invader Warrior		A9E89C
22720	Nihil Invader Healer		A9E89C
22721	Nihil Invader Guide		A9E89C
22722	Nihil Invader Destroyer		A9E89C
22723	Nihil Invader Assassin		A9E89C
22724	Nihil Invader Shaman		A9E89C
22725	Nihil Invader Archer		A9E89C
22726	Nihil Invader Soldier		A9E89C
22727	Nihil Invader Soldier		A9E89C
22728	Nihil Invader Disciple		A9E89C
22729	Nihil Invader Elite Soldier		A9E89C
22730	Mutant Warrior		A9E89C
22731	Mutant Healer		A9E89C
22732	Mutant Guide		A9E89C
22733	Mutant Destroyer		A9E89C
22734	Mutant Assassin		A9E89C
22735	Mutant Shaman		A9E89C
22736	Mutant Overlord		A9E89C
22737	Mutant Soldier		A9E89C
22738	Mutant Soldier		A9E89C
22739	Mutant Disciple		A9E89C
22740	Mutant Elite Soldier		A9E89C
22741	Grave Robber Warrior		A9E89C
22742	Ornithomimus		A9E89C
22743	Deinonychus		A9E89C
22744	Ornithomimus		A9E89C
22745	Deinonychus		A9E89C
22746	Bgurent		A9E89C
22747	Brakian		A9E89C
22748	Groikan		A9E89C
22749	Treykan		A9E89C
22750	Elite Bgurent	Bistakon	A9E89C
22751	Elite Brakian	Bistakon	A9E89C
22752	Elite Groikan	Bistakon	A9E89C
22753	Elite Treykan	Bistakon	A9E89C
22754	Turtlelian		A9E89C
22755	Krajian		A9E89C
22756	Tardyon		A9E89C
22757	Elite Turtlelian	Reptilikon	A9E89C
22758	Elite Krajian	Reptilikon	A9E89C
22759	Elite Tardyon	Reptilikon	A9E89C
22760	Kanibi		A9E89C
22761	Kiriona		A9E89C
22762	Kaiona		A9E89C
22763	Elite Kanibi	Kokracon	A9E89C
22764	Elite Kiriona	Kokracon	A9E89C
22765	Elite Kaiona	Kokracon	A9E89C
22766	Mithril Millipede		A9E89C
22767	Archery Knight		A9E89C
22768	Tanta Lizardman Scout		A9E89C
22769	Tanta Lizardman Warrior		A9E89C
22770	Tanta Lizardman Soldier		A9E89C
22771	Tanta Lizardman Berserker		A9E89C
22772	Tanta Lizardman Archer		A9E89C
22773	Tanta Lizardman Magician		A9E89C
22774	Tanta Lizardman Summoner		A9E89C
22775	Sel Mahum Drill Sergeant		A9E89C
22776	Sel Mahum Training Officer		A9E89C
22777	Sel Mahum Drill Sergeant		A9E89C
22778	Sel Mahum Drill Sergeant		A9E89C
22779	Sel Mahum Escort Guard		A9E89C
22780	Sel Mahum Recruit		A9E89C
22781	Sel Mahum Soldier		A9E89C
22782	Sel Mahum Recruit		A9E89C
22783	Sel Mahum Soldier		A9E89C
22784	Sel Mahum Recruit		A9E89C
22785	Sel Mahum Soldier		A9E89C
22786	Sel Mahum Squad Leader		A9E89C
22787	Sel Mahum Squad Leader		A9E89C
22788	Sel Mahum Squad Leader		A9E89C
22789	Guide Solina		A9E89C
22790	Seeker Solina		A9E89C
22791	Savior Solina		A9E89C
22792	Disciple Solina		A9E89C
22793	Ascetic Solina		A9E89C
22794	Divinity Judge		A9E89C
22795	Divinity Manager		A9E89C
22796	Divinity Supervisor		A9E89C
22797	Divinity Worshipper		A9E89C
22798	Divinity Protector		A9E89C
22799	Divinity Fighter		A9E89C
22800	Divinity Magus		A9E89C
22801	Cruel Pincer Golem		A9E89C
22802	Cruel Pincer Golem		A9E89C
22803	Cruel Pincer Golem		A9E89C
22804	Horrifying Jackhammer Golem		A9E89C
22805	Horrifying Jackhammer Golem		A9E89C
22806	Horrifying Jackhammer Golem		A9E89C
22807	Scout-type Golem No. 28		A9E89C
22808	Scout-type Golem No. 2		A9E89C
22809	Guard Golem		A9E89C
22810	Micro Scout Golem		A9E89C
22811	Great Chaos Golem		A9E89C
22812	Boom Golem		A9E89C
22813	Demon's Banquet		A9E89C
22814	Demon's Banquet		A9E89C
22815	Drakos		A9E89C
22816	Maluk Maiden of the Valley		A9E89C
22817	Maluk Summoner of the Valley		A9E89C
22818	Exploding Orc Ghost		A9E89C
22819	Wrathful Orc Ghost		A9E89C
22820	Mesmer Drake	Scout	A9E89C
22821	Immortal Necromancer	Scout	A9E89C
22822	Drakos Warrior		A9E89C
22823	Drakos Assassin		A9E89C
22824	Drakos Guardian		A9E89C
22825	Giant Scorpion Bones		A9E89C
22826	Scorpion Bones		A9E89C
22827	Batwing Drake		A9E89C
22828	Parasitic Leech		A9E89C
22829	Emerald Drake		A9E89C
22830	Gem Dragon		A9E89C
22831	Dragon Tracker of the Valley	Tracker	A9E89C
22832	Dragon Scout of the Valley	Scout	A9E89C
22833	Sand Drake Tracker	Tracker	A9E89C
22834	Dust Dragon Tracker	Tracker	A9E89C
22835	Magma Drake Mother		A9E89C
22836	Magma Drake Hatchling		A9E89C
22837	Gem Dragon Hatchling		A9E89C
22838	Maluk Leader		A9E89C
22839	Maluk Warlord		A9E89C
22840	Maluk Hunter		A9E89C
22841	Maluk Princess		A9E89C
22842	Maluk Banshee		A9E89C
22843	Maluk Sniper 		A9E89C
22844	Dragon Knight		A9E89C
22845	Dragon Knight		A9E89C
22846	Elite Dragon Knight		A9E89C
22847	Dragon Knight Warrior 		A9E89C
22848	Drake Leader		A9E89C
22849	Drake Warrior		A9E89C
22850	Drake Scout		A9E89C
22851	Drake Mage		A9E89C
22852	Dragon Guard		A9E89C
22853	Dragon Mage		A9E89C
22854	Bloody Karik		A9E89C
22855	Bloody Berserker		A9E89C
22856	Bloody Karinness		A9E89C
22857	Knoriks	Land Dragon's Patroller	A9E89C
22858	Necromancer of the Valley		A9E89C
22859	Howl	Tracker	A9E89C
22860	Hungry Parasitic Leech		A9E89C
22861	Hard Scorpion Bones		A9E89C
22862	Drakos Hunter		A9E89C
25001	Greyclaw Kutus	Raid Boss	FE8B3F
25002	Guard of Kutus	Raid Fighter	FE8B3F
25003	Pawn of Kutus	Raid Fighter	FE8B3F
25004	Turek Mercenary Captain	Raid Boss	FE8B3F
25005	Turek Mercenary Archer	Raid Fighter	FE8B3F
25006	Turek Mercenary Warrior	Raid Fighter	FE8B3F
25007	Retreat Spider Cletu	Raid Boss	FE8B3F
25008	Cletu's Retainer	Raid Fighter	FE8B3F
25009	Cletu's Pawn	Raid Fighter	FE8B3F
25010	Furious Thieles	Raid Boss	FE8B3F
25011	Guard of Thieles	Raid Fighter	FE8B3F
25012	Follower of Thieles	Raid Fighter	FE8B3F
25013	Ghost of Peasant Leader	Raid Boss	FE8B3F
25014	Ghost of Peasant	Raid Fighter	FE8B3F
25015	Ghost of Peasant	Raid Fighter	FE8B3F
25016	The 3rd Underwater Guardian	Raid Boss	FE8B3F
25017	Escort of the 3rd Guardian	Raid Fighter	FE8B3F
25018	Support of the 3rd Guardian	Raid Fighter	FE8B3F
25019	Pan Dryad	Raid Boss	FE8B3F
25020	Breka Warlock Pastu	Raid Boss	FE8B3F
25021	Pastu's Silhouette	Raid Fighter	FE8B3F
25022	Pastu's Shadow	Raid Fighter	FE8B3F
25023	Stakato Queen Zyrnna	Raid Boss	FE8B3F
25024	Jeruna's Guard Captain	Raid Fighter	FE8B3F
25025	Jeruna's Guard	Raid Fighter	FE8B3F
25026	Katu Van Leader Atui	Raid Boss	FE8B3F
25027	Katu Van Marksman	Raid Fighter	FE8B3F
25028	Katu Van Raider	Raid Fighter	FE8B3F
25029	Atraiban	Raid Boss	FE8B3F
25030	Atraiban's Top Disciple	Raid Fighter	FE8B3F
25031	Atraiban's Disciple	Raid Fighter	FE8B3F
25032	Eva's Guardian Millenu	Raid Boss	FE8B3F
25033	Millenu Guard Shaman	Raid Fighter	FE8B3F
25034	Mellenu Guard Warrior	Raid Fighter	FE8B3F
25035	Shilen's Messenger Cabrio	Raid Boss	FE8B3F
25036	Cabrio Captor	Raid Fighter	FE8B3F
25037	Cabrio Blader	Raid Fighter	FE8B3F
25038	Tirak	Raid Boss	FE8B3F
25039	Tirak's Guard	Raid Fighter	FE8B3F
25040	Tirak's Knight	Raid Fighter	FE8B3F
25041	Remmel	Raid Boss	FE8B3F
25042	Remmel's Archer	Raid Fighter	FE8B3F
25043	Remmel's Guard	Raid Fighter	FE8B3F
25044	Barion	Raid Boss	FE8B3F
25045	Barion's Dark Mage	Raid Fighter	FE8B3F
25046	Barion's Grunt	Raid Fighter	FE8B3F
25047	Karte	Raid Boss	FE8B3F
25048	Karte's Chief Knight	Raid Fighter	FE8B3F
25049	Karte's Royal Guard	Raid Fighter	FE8B3F
25050	Verfa	Raid Boss	FE8B3F
25051	Rahha	Raid Boss	FE8B3F
25052	Priestess of Rahha	Raid Fighter	FE8B3F
25053	Fanatics of Rahha	Raid Fighter	FE8B3F
25054	Kernon	Raid Boss	FE8B3F
25055	Taliadon	Raid Fighter	FE8B3F
25056	Vemsk	Raid Fighter	FE8B3F
25057	Biconne of Blue Sky	Raid Boss	FE8B3F
25058	Biconne's Shooter	Raid Fighter	FE8B3F
25059	Biconne's Warrior	Raid Fighter	FE8B3F
25060	Unrequited Kael	Raid Boss	FE8B3F
25061	Kael's Bead	Raid Fighter	FE8B3F
25062	Kael's Escort	Raid Fighter	FE8B3F
25063	Chertuba of Great Soul	Raid Boss	FE8B3F
25064	Wizard of Storm Teruk	Raid Boss	FE8B3F
25065	Teruk's Escort	Raid Fighter	FE8B3F
25066	Teruk's Knight	Raid Fighter	FE8B3F
25067	Captain of Red Flag Shaka	Raid Boss	FE8B3F
25068	Shaka's Shooter	Raid Fighter	FE8B3F
25069	Shaka's Follower	Raid Fighter	FE8B3F
25070	Enchanted Forest Watcher Ruell	Raid Boss	FE8B3F
25071	Ruell's Wind	Raid Fighter	FE8B3F
25072	Ruell's Unicorn	Raid Fighter	FE8B3F
25073	Bloody Priest Rudelto	Raid Boss	FE8B3F
25074	Rudelto's Banshee	Raid Fighter	FE8B3F
25075	Rudelto's Dre Vanul	Raid Fighter	FE8B3F
25076	Princess Molrang	Raid Boss	FE8B3F
25077	Captain Dogun	Raid Fighter	FE8B3F
25078	Princess' Guard	Raid Fighter	FE8B3F
25079	Cat's Eye Bandit	Raid Boss	FE8B3F
25080	Mercenary	Raid Fighter	FE8B3F
25081	Cat's Eye Bandit	Raid Fighter	FE8B3F
25082	Leader of Cat Gang	Raid Boss	FE8B3F
25083	Cat Gang	Raid Fighter	FE8B3F
25084	Cat Gang	Raid Fighter	FE8B3F
25085	Timak Orc Chief Ranger	Raid Boss	FE8B3F
25086	Timak Orc Ranger	Raid Fighter	FE8B3F
25087	Timak Orc Ranger	Raid Fighter	FE8B3F
25088	Crazy Mechanic Golem	Raid Boss	FE8B3F
25089	Soulless Wild Boar	Raid Boss	FE8B3F
25090	Soulless Wolf	Raid Fighter	FE8B3F
25091	Soulless Bear	Raid Fighter	FE8B3F
25092	Korim	Raid Boss	FE8B3F
25093	Korim Chief Guard Kaywon	Raid Fighter	FE8B3F
25094	Korim Guards	Raid Fighter	FE8B3F
25095	Elf Renoa	Raid Boss	FE8B3F
25096	Renoa's Elpy	Raid Fighter	FE8B3F
25097	Renoa's Hog	Raid Fighter	FE8B3F
25098	Sejarr's Servitor	Raid Boss	FE8B3F
25099	Rotting Tree Repiro	Raid Boss	FE8B3F
25100	Spirit of Sea of Spores	Raid Fighter	FE8B3F
25101	Fighter of Sea of Spores	Raid Fighter	FE8B3F
25102	Shacram	Raid Boss	FE8B3F
25103	Sorcerer Isirr	Raid Boss	FE8B3F
25104	Isirr's Guard	Raid Fighter	FE8B3F
25105	Isirr's Guards	Raid Fighter	FE8B3F
25106	Ghost of the Well Lidia	Raid Boss	FE8B3F
25107	Lidia's Archer	Raid Fighter	FE8B3F
25108	Lidia's Fighter	Raid Fighter	FE8B3F
25109	Antharas Priest Cloe	Raid Boss	FE8B3F
25110	Cloe's Servitor	Raid Fighter	FE8B3F
25111	Cloe's Servitor	Raid Fighter	FE8B3F
25112	Beleth's Agent, Meana	Raid Boss	FE8B3F
25113	Meana's Maid	Raid Fighter	FE8B3F
25114	Meana's Guard Doll	Raid Fighter	FE8B3F
25115	Icarus Sample 1	Raid Boss	FE8B3F
25116	Icarus Sample 2	Raid Fighter	FE8B3F
25117	Icarus Sample 3	Raid Fighter	FE8B3F
25118	Guilotine, Warden of the Execution Grounds	Raid Boss	FE8B3F
25119	Messenger of Fairy Queen Berun	Raid Boss	FE8B3F
25120	Berun's Officer	Raid Fighter	FE8B3F
25121	Berun's Prattler	Raid Fighter	FE8B3F
25122	Refugee Applicant Leo	Raid Boss	FE8B3F
25123	Leo's Servant	Raid Fighter	FE8B3F
25124	Leo's Steward	Raid Fighter	FE8B3F
25125	Fierce Tiger King Angel	Raid Boss	FE8B3F
25126	Longhorn Golkonda	Raid Boss	FE8B3F
25127	Langk Matriarch Rashkos	Raid Boss	FE8B3F
25128	Vuku Grand Seer Gharmash	Raid Boss	FE8B3F
25129	Vuku Shaman	Raid Fighter	FE8B3F
25130	Gharmash's Pet Trimden	Raid Fighter	FE8B3F
25131	Carnage Lord Gato	Raid Boss	FE8B3F
25132	Gato's Marksman	Raid Fighter	FE8B3F
25133	Gato's Troop Leader	Raid Fighter	FE8B3F
25134	Leto Chief Talkin	Raid Boss	FE8B3F
25135	Talkin's Seer	Raid Fighter	FE8B3F
25136	Talkin's Bodyguard	Raid Fighter	FE8B3F
25137	Beleth's Seer, Sephia	Raid Boss	FE8B3F
25138	Soul Drinker	Raid Fighter	FE8B3F
25139	Sephia's Salve	Raid Fighter	FE8B3F
25140	Hekaton Prime	Raid Boss	FE8B3F
25141	Hekaton Cottus	Raid Fighter	FE8B3F
25142	Hekaton Chires	Raid Fighter	FE8B3F
25143	Fire of Wrath Shuriel	Raid Boss	FE8B3F
25144	Shuriel's Oracle	Raid Fighter	FE8B3F
25145	Shuriel's Paladin	Raid Fighter	FE8B3F
25146	Serpent Demon Bifrons	Raid Boss	FE8B3F
25147	Assassin of Bifrons	Raid Fighter	FE8B3F
25148	Butcher of Bifrons	Raid Fighter	FE8B3F
25149	Zombie Lord Crowl	Raid Boss	FE8B3F
25150	Evil Spirit Archer	Raid Fighter	FE8B3F
25151	Evil Spirit Warrior	Raid Fighter	FE8B3F
25152	Flame Lord Shadar	Raid Boss	FE8B3F
25153	Claws of Shadar	Raid Fighter	FE8B3F
25154	Whip of Shadar	Raid Fighter	FE8B3F
25155	Shaman King Selu	Raid Boss	FE8B3F
25156	Fanatic Shaman	Raid Fighter	FE8B3F
25157	Fanatic Soldier	Raid Fighter	FE8B3F
25158	King Tarlk	Raid Boss	FE8B3F
25159	Paniel the Unicorn	Raid Boss	FE8B3F
25160	Rapini the Unicorn	Raid Fighter	FE8B3F
25161	Ririf the Unicorn	Raid Fighter	FE8B3F
25162	Giant Marpanak	Raid Boss	FE8B3F
25163	Roaring Skylancer	Raid Boss	FE8B3F
25166	Ikuntai	Raid Boss	FE8B3F
25167	Ikuntai's Servitor	Raid Fighter	FE8B3F
25168	Pawn of Ikuntai	Raid Fighter	FE8B3F
25169	Ragraman	Raid Boss	FE8B3F
25170	Lizardmen Leader Hellion	Raid Boss	FE8B3F
25171	Hellion's Archers	Raid Fighter	FE8B3F
25172	Hellion's Guards	Raid Fighter	FE8B3F
25173	Tiger King Karuta	Raid Boss	FE8B3F
25174	Karuta's Follower	Raid Fighter	FE8B3F
25175	Karuta's Inferiors	Raid Fighter	FE8B3F
25176	Black Lily	Raid Boss	FE8B3F
25177	Guardian Knight of Black Lily	Raid Fighter	FE8B3F
25178	Servitor of Black Lily	Raid Fighter	FE8B3F
25179	Guardian of the Statue of Giant Karum	Raid Boss	FE8B3F
25180	Karum's Guard	Raid Fighter	FE8B3F
25181	Karum's Warrior	Raid Fighter	FE8B3F
25182	Demon Kurikups	Raid Boss	FE8B3F
25183	Kurikups' Wife	Raid Fighter	FE8B3F
25184	Devil Blader of Chaos	Raid Fighter	FE8B3F
25185	Tasaba Patriarch Hellena	Raid Boss	FE8B3F
25186	Hellena's Marksman	Raid Fighter	FE8B3F
25187	Hellena's Soldier	Raid Fighter	FE8B3F
25188	Apepi	Raid Boss	FE8B3F
25189	Cronos's Servitor Mumu	Raid Boss	FE8B3F
25190	Mumu's Wizard	Raid Fighter	FE8B3F
25191	Mumu's Warrior	Raid Fighter	FE8B3F
25192	Earth Protector Panathen	Raid Boss	FE8B3F
25193	Panathen's Knight	Raid Fighter	FE8B3F
25194	Panathen's Protectors	Raid Fighter	FE8B3F
25198	Fafurion's Herald Lokness	Raid Boss	FE8B3F
25199	Water Dragon Seer Sheshark	Raid Boss	FE8B3F
25200	Family of Sheshark	Raid Fighter	FE8B3F
25201	Guard of Sheshark	Raid Fighter	FE8B3F
25202	Krokian Padisha Sobekk	Raid Boss	FE8B3F
25203	Parhit Padisha Sobekk	Raid Fighter	FE8B3F
25204	Krokian Padisha Sobekk	Raid Fighter	FE8B3F
25205	Ocean Flame Ashakiel	Raid Boss	FE8B3F
25206	Ashakiel's Blade	Raid Fighter	FE8B3F
25207	Ashakiel's Rod	Raid Fighter	FE8B3F
25208	Water Couatle Ateka	Raid Boss	FE8B3F
25209	Ateka's Shaman	Raid Fighter	FE8B3F
25210	Ateka's Grunt	Raid Fighter	FE8B3F
25211	Sebek	Raid Boss	FE8B3F
25212	Sebek's Priest	Raid Fighter	FE8B3F
25213	Sebek's Fanatic	Raid Fighter	FE8B3F
25214	Fafurion's Page Sika	Raid Boss	FE8B3F
25215	Sika's Wizard	Raid Fighter	FE8B3F
25216	Sika's Fighter	Raid Fighter	FE8B3F
25217	Cursed Clara	Raid Boss	FE8B3F
25218	Clara's Marksman	Raid Fighter	FE8B3F
25219	Clara's Pawn	Raid Fighter	FE8B3F
25220	Death Lord Hallate	Raid Boss	FE8B3F
25221	Death Mage Krician	Raid Fighter	FE8B3F
25222	Death Fighter Harik	Raid Fighter	FE8B3F
25223	Soul Collector Acheron	Raid Boss	FE8B3F
25224	Soul Slasher	Raid Fighter	FE8B3F
25225	Soul Strainer	Raid Fighter	FE8B3F
25226	Roaring Lord Kastor	Raid Boss	FE8B3F
25227	Kastor's Seer	Raid Fighter	FE8B3F
25228	Kastor's Prefect	Raid Fighter	FE8B3F
25229	Storm Winged Naga	Raid Boss	FE8B3F
25230	Timak Seer Ragoth	Raid Boss	FE8B3F
25231	Ragoth's Guard	Raid Fighter	FE8B3F
25232	Ragoth's Herald	Raid Fighter	FE8B3F
25233	Spirit of Andras, the Betrayer	Raid Boss	FE8B3F
25234	Ancient Weird Drake	Raid Boss	FE8B3F
25235	Vanor Chief Kandra	Raid Boss	FE8B3F
25236	Kandra's Healer	Raid Fighter	FE8B3F
25237	Kandra's Guard	Raid Fighter	FE8B3F
25238	Abyss Brukunt	Raid Boss	FE8B3F
25239	Monstrous Beast of Abyss Brukunt	Raid Fighter	FE8B3F
25240	Wild Beast of Abyss Brukunt	Raid Fighter	FE8B3F
25241	Harit Hero Tamash	Raid Boss	FE8B3F
25242	Tamash's Advisor	Raid Fighter	FE8B3F
25243	Tamash's Servant	Raid Fighter	FE8B3F
25244	Last Lesser Giant Olkuth	Raid Boss	FE8B3F
25245	Last Lesser Giant Glaki	Raid Boss	FE8B3F
25246	Glaki's Henchman	Raid Fighter	FE8B3F
25247	Glaki's Servant	Raid Fighter	FE8B3F
25248	Doom Blade Tanatos	Raid Boss	FE8B3F
25249	Menacing Palatanos	Raid Boss	FE8B3F
25250	Man-Eating Plant of Palatanos	Raid Fighter	FE8B3F
25251	Sapling of Palatanos	Raid Fighter	FE8B3F
25252	Palibati Queen Themis	Raid Boss	FE8B3F
25253	Handmaiden of Themis	Raid Fighter	FE8B3F
25254	Themis's Sentinel	Raid Fighter	FE8B3F
25255	Gargoyle Lord Tiphon	Raid Boss	FE8B3F
25256	Taik High Prefect Arak	Raid Boss	FE8B3F
25257	Arak's Archer	Raid Fighter	FE8B3F
25258	Arak's Footman	Raid Fighter	FE8B3F
25259	Zaken's Butcher Krantz	Raid Boss	FE8B3F
25260	Iron Giant Totem	Raid Boss	FE8B3F
25261	Totem Guard Archer	Raid Fighter	FE8B3F
25262	Totem Guard	Raid Fighter	FE8B3F
25263	Kernon's Faithful Servant Kelone	Raid Boss	FE8B3F
25264	Kelone's Assassin	Raid Fighter	FE8B3F
25265	Kelone's Secret Knight	Raid Fighter	FE8B3F
25266	Bloody Empress Decarbia	Raid Boss	FE8B3F
25267	Decarbia's Royal Guard	Raid Fighter	FE8B3F
25268	Decarbia's Escort	Raid Fighter	FE8B3F
25269	Beast Lord Behemoth	Raid Boss	FE8B3F
25270	Behemoth Javeliner	Raid Fighter	FE8B3F
25271	Behemoth Flare	Raid Fighter	FE8B3F
25272	Partisan Leader Talakin	Raid Boss	FE8B3F
25273	Carnamakos	Raid Boss	FE8B3F
25274	Carnabarun	Raid Fighter	FE8B3F
25275	Carnassiud	Raid Fighter	FE8B3F
25276	Death Lord Ipos	Raid Boss	FE8B3F
25277	Lilith's Witch Marilion	Raid Boss	FE8B3F
25278	Dead Soul of Stigma	Raid Fighter	FE8B3F
25279	Evil Spirit of Stigma	Raid Fighter	FE8B3F
25280	Pagan Watcher Cerberon	Raid Boss	FE8B3F
25281	Anakim's Nemesis Zakaron	Raid Boss	FE8B3F
25282	Death Lord Shax	Raid Boss	FE8B3F
25283	Lilith	Raid Boss	FE8B3F
25284	Lilith's Agent	Raid Fighter	FE8B3F
25285	Lilith's Escort	Raid Fighter	FE8B3F
25286	Anakim	Raid Boss	FE8B3F
25287	Anakim's Guardian	Raid Fighter	FE8B3F
25288	Anakim's Royal Guard	Raid Fighter	FE8B3F
25289	Anakim's Executor		FE8B3F
25290	Daimon the White-Eyed	Raid Boss	FE8B3F
25291	Family of Daimon	Raid Fighter	FE8B3F
25292	Family of Daimon	Raid Fighter	FE8B3F
25293	Hestia, Guardian Deity of the Hot Springs	Raid Boss	FE8B3F
25294	Fighter of Hestia	Raid Fighter	FE8B3F
25295	Follower of Hestia	Raid Fighter	FE8B3F
25296	Icicle Emperor Bumbalump	Raid Boss	FE8B3F
25297	Icicle Giant	Raid Fighter	FE8B3F
25298	Icicle Giant	Raid Fighter	FE8B3F
25299	Ketra's Hero Hekaton	Raid Boss	FE8B3F
25300	Scout of Hekaton	Raid Fighter	FE8B3F
25301	Servant of Hekaton	Raid Fighter	FE8B3F
25302	Ketra's Commander Tayr	Raid Boss	FE8B3F
25303	Tayr's Aide	Raid Fighter	FE8B3F
25304	Tayr's Guard	Raid Fighter	FE8B3F
25305	Ketra's Chief Brakki	Raid Boss	FE8B3F
25306	Soul of Fire Nastron	Raid Boss	FE8B3F
25307	Family of Nastron	Raid Fighter	FE8B3F
25308	Family of Nastron	Raid Fighter	FE8B3F
25309	Varka's Hero Shadith	Raid Boss	FE8B3F
25310	Shadith's Royal Guard Captain	Raid Fighter	FE8B3F
25311	Shadith's Sentinel	Raid Fighter	FE8B3F
25312	Varka's Commander Mos	Raid Boss	FE8B3F
25313	Mos' Aide	Raid Fighter	FE8B3F
25314	Mos' Guard	Raid Fighter	FE8B3F
25315	Varka's Chief Horus	Raid Boss	FE8B3F
25316	Soul of Water Ashutar	Raid Boss	FE8B3F
25317	Family of Ashutar	Raid Fighter	FE8B3F
25318	Family of Ashutar	Raid Fighter	FE8B3F
25319	Ember	Raid Boss	FE8B3F
25320	Sentinel of Ember	Raid Fighter	FE8B3F
25321	Messenger of Ember	Raid Fighter	FE8B3F
25322	Demon's Agent Falston	Raid Boss	FE8B3F
25323	Falston's Disciple	Raid Fighter	FE8B3F
25324	Servant of Falston	Raid Fighter	FE8B3F
25325	Flame of Splendor Barakiel	Raid Boss	FE8B3F
25326	Barakiel's Disciple	Raid Fighter	FE8B3F
25327	Barakiel's Acolyte	Raid Fighter	FE8B3F
25328	Eilhalder von Hellmann	Raid Boss	FE8B3F
25329	Violet	Raid Fighter	FE8B3F
25330	Kurstin	Raid Fighter	FE8B3F
25331	Mina	Raid Fighter	FE8B3F
25332	Dorian	Raid Fighter	FE8B3F
25333	Anakazel	Invaders' Leader	FE8B3F
25334	Anakazel	Invaders' Leader	FE8B3F
25335	Anakazel	Invaders' Leader	FE8B3F
25336	Anakazel	Invaders' Leader	FE8B3F
25337	Anakazel	Invaders' Leader	FE8B3F
25338	Anakazel	Invaders' Leader	FE8B3F
25339	Shadow of Halisha	Ruler of Sepulcher	FE8B3F
25340	Knight of Shadow		FE8B3F
25341	Knight of Shadow		FE8B3F
25342	Shadow of Halisha	Ruler of Sepulcher	FE8B3F
25343	Knight of Shadow		FE8B3F
25344	Knight of Shadow		FE8B3F
25345	Knight of shadow		FE8B3F
25346	Shadow of Halisha	Ruler of Sepulcher	FE8B3F
25347	Knight of Shadow		FE8B3F
25348	Knight of Shadow		FE8B3F
25349	Shadow of Halisha	Ruler of Sepulcher	FE8B3F
25350	Knight of Shadow		FE8B3F
25351	Knight of Shadow		FE8B3F
25352	Giant Wasteland Basilisk	Raid Boss	FE8B3F
25353	Giant Wasteland Basilisk	Raid Fighter	FE8B3F
25354	Gargoyle Lord Sirocco	Raid Boss	FE8B3F
25355	Sirocco's Gargoyle	Raid Fighter	FE8B3F
25356	Sirocco's Guards	Raid Fighter	FE8B3F
25357	Sukar Wererat Chief	Raid Boss	FE8B3F
25358	Sukar Wererat Guard	Raid Fighter	FE8B3F
25359	Sukar Wererat Priest	Raid Fighter	FE8B3F
25360	Tiger Hornet	Raid Boss	FE8B3F
25361	Yellow Hornet	Raid Fighter	FE8B3F
25362	Tracker Leader Sharuk	Raid Boss	FE8B3F
25363	Sharuk's Tracker	Raid Fighter	FE8B3F
25364	Sharuk's Marksman	Raid Fighter	FE8B3F
25365	Patriarch Kuroboros	Raid Boss	FE8B3F
25366	Kuroboros' Priest	Raid Boss	FE8B3F
25367	Kuroboros' Follower	Raid Fighter	FE8B3F
25368	Kuroboros' Discipline	Raid Fighter	FE8B3F
25369	Soul Scavenger	Raid Boss	FE8B3F
25370	Corpse Scavenger	Raid Fighter	FE8B3F
25371	Anima Scavenger	Raid Fighter	FE8B3F
25372	Discarded Guardian	Raid Boss	FE8B3F
25373	Malex Herald of Dagoniel 	Raid Boss	FE8B3F
25374	Abyss Flyer	Raid Fighter	FE8B3F
25375	Zombie Lord Farakelsus	Raid Boss	FE8B3F
25376	Warrior Zombie of Farakelsus	Raid Fighter	FE8B3F
25377	Priest Zombie of Farakelsus	Raid Fighter	FE8B3F
25378	Madness Beast	Raid Boss	FE8B3F
25379	Dementia Beast	Raid Fighter	FE8B3F
25380	Kaysha Herald of Icarus	Raid Boss	FE8B3F
25381	Nightmare Flyer	Raid Fighter	FE8B3F
25382	Hostile Flyer	Raid Fighter	FE8B3F
25383	Revenant of Sir Calibus	Raid Boss	FE8B3F
25384	Servant of Calibus	Raid Fighter	FE8B3F
25385	Evil Spirit Tempest	Raid Boss	FE8B3F
25386	Ghost of the Execution Grounds	Raid Fighter	FE8B3F
