# id	name	additionalname	description	popup	supercnt0	set_ids_cnt	set_ids_text	set_bonus_desc	supercnt1	set_extra_ids_cnt	set_extra_ids_text	set_extra_desc	UNK1_1	UNK1_2	UNK1_3	UNK1_4	UNK1_5	UNK1_6	UNK1_7	UNK1_8	UNK1_9	special_enchant_amount	special_enchant_desc	UNK2	
7525	Offering		Food that is dedicated to Saint Agnes. It is tightly sealed to preserve its freshness.	-1	0	0			0	0												0		1
7526	Ancient Language Dictionary		A dictionary that is used to decipher an ancient language.	-1	0	0			0	0												0		1
7527	Ancient Language Dictionary		A dictionary that is used to decipher an ancient language.	-1	0	0			0	0												0		1
7528	Spinneret		A spider's anatomical structure from which spider web is produced.	-1	0	0			0	0												0		1
7529	Investigative Report		A document received from Information Broker Mist. It contains the results of an investigation requested by Magister Justin.	-1	0	0			0	0												0		1
7530	Investigative Report		A document received from Information Broker Mist. It contains the results of an investigation requested by Magister Alminas.	-1	0	0			0	0												0		1
7531	Investigative Report		A document received from Information Broker Mist. It contains the results of an investigation requested by Magister Kamilen.	-1	0	0			0	0												0		1
7532	Investigative Report		A document received from Information Broker Bavarin. It contains the results of an investigation requested by Guard Baird.	-1	0	0			0	0												0		1
7533	Investigative Report		A document received from Information Broker Mist. It contains the results of an investigation requested by High Priest Gregory.	-1	0	0			0	0												0		1
7534	Ice Cold Flower		An ice crystal that is wrapped in fish scales and emits cold, icy air. Since it is beautifully created with a highly skilled hand, it looks like a flower.	-1	0	0			0	0												0		1
7535	Pure Ice		A chunk of purest ice that is made by freezing purified water. It is known to contain the power of the gods from the beginning of the world.	-1	0	0			0	0												0		1
7536	Bitter Cold Beer		The beer requested by Blacksmith Feynn. Just touching it makes your hands feel like they are freezing.	-1	0	0			0	0												0		1
7537	Multiple Course Meal		An elaborate meal requested by the Arena Manager. It is said to be eaten by duelists in ancient times to strengthen their stamina the day before their match.	-1	0	0			0	0												0		1
7538	Dead Souls Fish Soup		A soup that is supposed to contain all the nutrition of the fish it is made from. According to legend, depending on the fish you use to make it, it can have the effect of increasing or decreasing one's lifespan.	-1	0	0			0	0												0		1
7539	Bitter Cold Vodka		A legendary liquor that is made by dipping hot flames into cold, freezing ice. Although it feels cold to the lips it becomes hot in one's body.	-1	0	0			0	0												0		1
7540	Silver Crystal		The type of crystal that is needed to store wedding march music.	-1	0	0			0	0												0		1
7541	Red Crystal		The type of crystal that is needed to store birthday party music.	-1	0	0			0	0												0		1
7542	Vampire's Heart		The heart that is ripped out of the body of a vampire. It is still beating and pumping out blood.	-1	0	0			0	0												0		1
7543	Zombie's Brain		A piece of brain collected from an undead monster in the Forest of the Dead. It may contain the memory of the moment of its death.	-1	0	0			0	0												0		1
7544	Rib Bone of a Black Magus		The remaining bone that is left in the place where a necromancer died and disappeared. Perhaps it was used to transfix the shape of the necromancer.	-1	0	0			0	0												0		1
7545	Zombie's Liver		A liver that is rotting and emitting a strong stench. It is known to be a source of magical power of undead.	-1	0	0			0	0												0		1
7546	Top Quality Meat		A piece of top quality meat that is obtained by slaughtering a wild beast of proper age. Only one piece of this high quality meat can be obtained from one beast.	-1	0	0			0	0												0		1
7547	Young Wild Beast Meat		A piece of meat obtained by slaughtering a wild beast that is too young. Although it may have a pleasant aroma, it doesn't give good flavor when eating it.	-1	0	0			0	0												0		1
7548	Map Piece		A piece of a map that was once possessed by Monster Eyes.	-1	0	0			0	0												0		1
7549	Yellow Map		A map that contains a plot of the beasts. Take it to Mercenary Captain Sophya.	-1	0	0			0	0												0		1
7550	Map Piece		A piece of map obtained from the ghostly apparitions that haunt the Execution Grounds.	-1	0	0			0	0												0		1
7551	Ivory Colored Map		A map that contains strange information. By the way, sometime ago, Trader Galladucci complained that one of the maps he was supposed to receive didn't arrive...?	-1	0	0			0	0												0		1
7552	Broken Gemstone Fragment		A fragment of gemstone that can be obtained by hunting Maille Lizardmen.	-1	0	0			0	0												0		1
7553	Gold Colored Gemstone		A gold colored orb. High Priest Drikus is supposed to be looking for it.	-1	0	0			0	0												0		1
7554	Scroll of Escape: Talking Island Village		A magical scroll that relocates you to Talking Island.	-1	0	0			0	0												0		1
7555	Scroll of Escape: Elven Village		A magical scroll that relocates you to Elven Village.	-1	0	0			0	0												0		1
7556	Scroll of Escape: Dark Elven Village		A magical scroll that relocates you to Dark Elven Village.	-1	0	0			0	0												0		1
7557	Scroll of Escape: Orc Village		A magical scroll that relocates you to Orc Village.	-1	0	0			0	0												0		1
7558	Scroll of Escape: Dwarven Village		A magical scroll that relocates you to Dwarven Village.	-1	0	0			0	0												0		1
7559	Scroll of Escape: Town of Giran		A magical scroll that relocates you to Town of Giran.	-1	0	0			0	0												0		1
7561	Fishing Manual		An instructional book of fishing techniques. You can double-click it to read it.	-1	0	0			0	0												0		1
7562	Dimensional Diamond		A crystal that is filled with magical power. It is needed when casting Teleportation magic. If you collect this item and take them to a gatekeeper, you can trade them for various types of Scroll of Escape.	-1	0	0			0	0												0		1
7563	Galladucci's Order (Document)		A document with Galladucci's trader order. Take it to Trader Gentler at his magic shop.	-1	0	0			0	0												0		1
7564	Galladucci's Order (Document)		A document with Galladucci's trader order. Take it to Jeweler Sandra at her shop.	-1	0	0			0	0												0		1
7565	Galladucci's Order (Document)		A document with Galladucci's order. Take it to Priest Dustin at his shop.	-1	0	0			0	0												0		1
7566	Purified Magic Necklace		It's the item given by Priest Dustin. It seems to be the item Trader Galladucci has been looking for.	-1	0	0			0	0												0		1
7567	Gemstone Powder		The item given by Jeweler Sandra. This seems to be the item Trader Galladucci has been looking for.	-1	0	0			0	0												0		1
7568	Magic Sword Hilt		An item given by Trader Gentler. This seems to be the item Trader Galladucci has been looking for.	-1	0	0			0	0												0		1
7569	Four-leaf Golden Clover Coin		A gold coin that is engraved with a four-leaf clover design.	-1	0	0			0	0												0		1
7570	Mark of Traveler		A certificate to prove to Trader Galladucci the traveler's identity.	-1	0	0			0	0												0		1
7571	Baulro's Letter		The letter sent by Magister Baulro to Archon Sir Windawood.	-1	0	0			0	0												0		1
7572	Ariel's Recommendation		A letter of recommendation Trader Ariel wrote for you to be sent to Hierarch Asterios.	-1	0	0			0	0												0		1
7573	Roselyn's Note		A note Roselyn wrote while being angry and wrathful. You should deliver it to Magister Harne.	-1	0	0			0	0												0		1
7574	Very Expensive Necklace		A gift from Head Blacksmith Reed for Priest of the Earth Gerald. It looks very expensive.	-1	0	0			0	0												0		1
7579	Draconic Bow Shaft		Main ingredient essentially required for a Dwarf to make a Draconic Bow. Can also be sold at ordinary shops.	-1	0	0			0	0												0		1
7580	Recipe: Draconic Bow (60%)		For Dwarves only. The recipe for a Draconic Bow. Requires Create Item - Skill Level 9. The success rate is 60%.	-1	0	0			0	0												0		1
7581	Recipe: Draconic Bow (100%)		For Dwarves only. The recipe for a Draconic Bow. Requires Create Item - Skill Level 9. The success rate is 100%.	-1	0	0			0	0												0		1
7582	Baby Spice		When the food gauge of a baby buffalo, a baby cougar or a baby kookaburra drops to 55% or below, this feed will be consumed automatically.	-1	0	0			0	0												0		1
7583	Pet Exchange Ticket: Buffalo			-1	0	0			0	0												0		1
7584	Pet Exchange Ticket: Cougar			-1	0	0			0	0												0		1
7585	Pet Exchange Ticket: Kookaburra			-1	0	0			0	0												0		1
7586	Sweet Fluid		A type of fluid with a sweet fragrance. It is used as an ingredient to make a fishing shot.	-1	0	0			0	0												0		1
7587	Legend of Seventeen		A record of the seventeen heroes who fought against Antharas, the Land Dragon.	-1	0	0			0	0												0		1
7588	Faded Poetry Book		A poetry book written by an unknown Elven bard several hundred years ago.	-1	0	0			0	0												0		1
7589	Echo Crystal - Forgotten Song		An echo crystal that contains the song of Forgotten Heroes.	-1	0	0			0	0												0		1
7590	Strand of Golden Hair		A strand of hair that seems to have fallen from a blonde-haired lady.	-1	0	0			0	0												0		1
7591	Ring of Goddess: Waterbinder		Ring with a subtle blue gem. When picked up, it makes a sound like a flowing brook.	-1	0	0			0	0												0		1
7592	Necklace of Goddess: EverGreen		A necklace with a clear and bright bluish green crystal as a medallion. The moment when you hold it in your hand, you smell the scent of grass,  wet with spring rain.	-1	0	0			0	0												0		1
7593	Staff of Goddess: Rain Song		A wooden staff that is embedded with a light blue orb at the top of it. It gives you a feeling of an ocean breeze filled with moisture blowing gently in your face.	-1	0	0			0	0												0		1
7594	Relic Box		Box containing 3 relics of Goddess	-1	0	0			0	0												0		1
7595	Orb of Binding		A silver colored orb that emanates a strong feeling of magical power.	-1	0	0			0	0												0		1
7596	Sorcery Ingredient		A sorcery ingredient that is used by Witch  Kalis.	-1	0	0			0	0												0		1
7597	Malruk Succubus Claw		Thin and sharp claw obtained from Malruk Succubus	-1	0	0			0	0												0		1
7598	Crimson Moss		Crimson Moss obtained from Swamp of Screams	-1	0	0			0	0												0		1
7599	Rahorakti's Miraculous Medicine		Remedy prescribed by Grand Seer Rahorakti for Dwarf Girl Kassandra	-1	0	0			0	0												0		1
7600	Worn Tarot Card - Wealth		An old and worn out tarot card given by the Lady of the Lake. This card symbolizes wealth.	-1	0	0			0	0												0		1
7601	Worn Tarot Card - Power		An old and worn out tarot card given by the Lady of the Lake. This card symbolizes power.	-1	0	0			0	0												0		1
7602	Worn Tarot Card - Love		An old and worn out tarot card given by the Lady of the Lake. This card symbolizes love.	-1	0	0			0	0												0		1
7603	Worn Tarot Card - Knowledge		An old and worn out tarot card given by the Lady of the Lake. This card symbolizes knowledge.	-1	0	0			0	0												0		1
7604	Summoner Keats' Letter		A clumsily written letter written by Summoner Keats who was turned into a frog.	-1	0	0			0	0												0		1
7605	Miracle Potion of Transferred Life		An Elven miracle cure mixed by Priest Cerenas.	-1	0	0			0	0												0		1
7606	Kamilen's Antidote		A medicine made by Magister Kamilen to cure Summoner Noctisse.	-1	0	0			0	0												0		1
7607	Coolant of the Repaired Wilma #3		The cooling system refrigerant of repaired time machine "Wilma 3".	-1	0	0			0	0												0		1
7608	Sealed Envelope		A sealed envelope given by Information Broker Bavarin.	-1	0	0			0	0												0		1
7609	Proof of Catching a Fish		A fishing certificate. If you collect it and take it to a member of the Fishermen's Guild, you can learn a skill that is related to expanding a slot.	-1	0	0			0	0												0		1
7610	Wind Fishing Lure		A lure that was given out by Lanosco. It contains the hidden power of wind. It is not easy to use this lure. Only those who are highly skilled in fishing should use it.	-1	0	0			0	0												0		1
7611	Icy Air Fishing Lure		A lure that was given out by O'Fulle. It contains the hidden power of icy air. It is not easy to use this lure. Only those who are highly skilled in fishing should use it.	-1	0	0			0	0												0		1
7612	Earth Fishing Lure		A lure that was given out by Willie. It contains the hidden power of earth. It is not easy to use this lure. Only those who are highly skilled in fishing should use it.	-1	0	0			0	0												0		1
7613	Flaming Fishing Lure		A lure that was given out by Linnaeus. It contains the hidden power of flames. It is not easy to use this lure. Only those who are highly skilled in fishing should use it.	-1	0	0			0	0												0		1
7614	Chest Caught by Wind Fishing Lure		A chest that was brought up out of the bait of wind by using the wind fishing lure.	-1	0	0			0	0												0		1
7615	Chest Caught by Icy Air Fishing Lure		A chest that was brought up out of the bait of icy air by using the wind fishing lure.	-1	0	0			0	0												0		1
7616	Chest Caught by Earth Fishing Lure		A chest that was brought up out of the bait of earth by using the wind fishing lure.	-1	0	0			0	0												0		1
7617	Chest Caught by using a Flaming Fishing Lure		A chest that was brought up out of the bait of fire water by using the wind fishing lure.	-1	0	0			0	0												0		1
7618	Scroll of Escape: Ketra Orc Village		A magical scroll that relocates you to Ketra Orc Village. Cannot be sold in shops.	-1	0	0			0	0												0		1
7619	Scroll of Escape: Varka Silenos Village		A magical scroll that relocates you to Varka Silenos Village. Cannot be sold in shops.	-1	0	0			0	0												0		1
7620	Trash		Saint's blood that has power of holiness.	-1	0	0			0	0												0		1
7621	Essence of Wind		Essence of wind extracted from Singing Wind. It is an item requested by Lanosco.	-1	0	0			0	0												0		1
7622	Lost Bait Ingredient		The lost bait that was recovered from a Fettered Soul. O'Fulle asked you to bring it back to him.	-1	0	0			0	0												0		1
7623	Eye of Tarlk Basilisk		An eye harvested from a Tarlk Basilisk. Willie asked you to bring it back to him.	-1	0	0			0	0												0		1
7624	Crimson Drake Heart		Heart of a Crimson Drake surrounded by flames. Linnaeus asked you to bring it back to him.	-1	0	0			0	0												0		1
7625	Strange Golem Blueprint		A golem blueprint with an unusual design that is different from any other golem blueprint. It seems to be designed by Shaling.	-1	0	0			0	0												0		1
7626	Kiki's Letter		A completely sealed letter. On the envelope,  Kiki's name is written as its recipient.	-1	0	0			0	0												0		1
7627	Small Glass Box		A beautiful box made of glass. It is engraved with the names of Anabel and Liesel.	-1	0	0			0	0												0		1
7628	Rukal's Musical Score		A musical score of  beautiful music. Its author is written down as Composer Rukal.	-1	0	0			0	0												0		1
7629	Looted Goods - White Cargo box		White Cargo Box looted from a trader's wagon. Seems to have valuable goods. Double-click to see the contents.	-1	0	0			0	0												0		1
7630	Looted Goods - Blue Cargo box		Blue Cargo Box looted from a trader's wagon. Seems to have valuable goods. Double-click to see the contents.	-1	0	0			0	0												0		1
7631	Looted Goods - Yellow Cargo box		Yellow Cargo Box looted from a trader's wagon. Seems to have valuable goods. Double-click to see the contents.	-1	0	0			0	0												0		1
7632	Looted Goods - Red Cargo Box		Red Crate looted from a trader's wagon. Seems to have valuable goods. Double-click to see the contents.	-1	0	0			0	0												0		1
7633	Looted Goods - Purple Cargo Box		Purple crate looted from a trader's wagon. Seems to have valuable goods. Double-click to see the contents.	-1	0	0			0	0												0		1
7634	Looted Goods - Brown Pouch		Pouch looted from a trader's wagon. Seems to have valuable goods. Double-click to see the contents.	-1	0	0			0	0												0		1
7635	Looted Goods - Gray Pouch		Pouch looted from a trader's wagon. Seems to have valuable goods. Double-click to see the contents.	-1	0	0			0	0												0		1
7636	Booty - Yellow Pouch		Item discovered in the marsh. Dirty yellow pouch ripped here and there. Double-click to see the contents.	-1	0	0			0	0												0		1
7637	Booty - Brown Pouch		Item discovered in the marsh. Dirty brown pouch ripped here and there. Double-click to see the contents.	-1	0	0			0	0												0		1
7638	Spellbook - Mass Summon Storm Cubic		Spellbook needed to learn Mass Summon Storm Cubic. Used by Warlocks.\nRequired level: 40	-1	0	0			0	0												0		1
7639	Spellbook - Mass Summon Aqua Cubic		Spellbook needed to learn Mass Summon Aqua Cubic. Used Elemental Summoners.\nRequired level: 40	-1	0	0			0	0												0		1
7640	Spellbook - Mass Summon Phantom Cubic		Spellbook needed to learn Mass Summon Phantom Cubic. Used by Phantom Summoners.\nRequired level: 40	-1	0	0			0	0												0		1
7641	Spellbook - Summon Feline Queen		Spellbook needed to learn Summon Feline Queen. Used by Warlocks.\nRequired level: 56	-1	0	0			0	0												0		1
7642	Spellbook - Summon Unicorn Seraphim		Spellbook needed to learn Summon Unicorn Seraphim. Used by Elemental Summoners.\nRequired level: 56	-1	0	0			0	0												0		1
7643	Spellbook - Summon Nightshade		Spellbook needed to learn Summon Night Shade. Used by Phantom Summoners.\nRequired level: 56	-1	0	0			0	0												0		1
7644	Spellbook - Summon Cursed Man		Spellbook needed to learn Summon Cursed Man. Used by Necromancers.\nRequired level: 56	-1	0	0			0	0												0		1
7645	Spellbook - Balance Life		Spellbook needed to learn Balance Life. Used by Cardinals.	-1	0	0			0	0												0		1
7646	Spellbook - Curse of Doom		Spellbook needed to learn Curse of Doom. Used by Soultakers.	-1	0	0			0	0												0		1
7647	Spellbook - Curse of Abyss		Spellbook needed to learn Curse of Abyss. Used by Soultakers.	-1	0	0			0	0												0		1
7648	Spellbook - Arcane Chaos		Spellbook needed to learn Arcane Chaos. Used by Archmages/Mystic Muses/Storm Screamers.	-1	0	0			0	0												0		1
7649	Spellbook - Fire Vortex		Spellbook needed to learn Fire Vortex. Used by Archmages.	-1	0	0			0	0												0		1
7650	Spellbook - Ice Vortex		Spellbook needed to learn Ice Vortex. Used by Mystic Muses.	-1	0	0			0	0												0		1
7651	Spellbook - Wind Vortex		Spellbook needed to learn Wind Vortex. Used by Storm Screamers.	-1	0	0			0	0												0		1
7652	Spellbook - Light Vortex		Spellbook needed to learn Light Vortex. Used by Mystic Muses.	-1	0	0			0	0												0		1
7653	Spellbook - Dark Vortex		Spellbook needed to learn Dark Vortex. Used by Soultakers and Storm Screamers.	-1	0	0			0	0												0		1
7654	Spellbook - Mass Warrior Bane		Spellbook needed to learn Mass Warrior Bane. Used by Soultakers.	-1	0	0			0	0												0		1
7655	Spellbook - Mass Mage Bane		Spellbook needed to learn Mass Mage Bane. Used by Soultakers.	-1	0	0			0	0												0		1
7656	Spellbook - Warrior Servitor		Spellbook needed to learn Warrior Servitor. Used by Arcana Lords.	-1	0	0			0	0												0		1
7657	Spellbook - Wizard Servitor		Spellbook needed to learn Wizard Servitor. Used by Elemental Masters.	-1	0	0			0	0												0		1
7658	Spellbook - Assassin Servitor		Spellbook needed to learn Assassin Servitor. Used by Spectral Masters.	-1	0	0			0	0												0		1
7659	Spellbook - Final Servitor		Spellbook needed to learn Final Servitor. Used by Arcana Lords/Elemental Masters/Spectral Masters.	-1	0	0			0	0												0		1
7660	Spellbook - Warrior Bane		Spellbook needed to learn Warrior Bane. Used by Arcana Lords/Elemental Masters.	-1	0	0			0	0												0		1
7661	Spellbook - Mage Bane		Spellbook needed to learn Mage Bane. Used by Arcana Lords/Spectral Masters.	-1	0	0			0	0												0		1
7662	Spellbook - Elemental Protection		Spellbook needed to learn Elemental Protection. Used by Hierophants.	-1	0	0			0	0												0		1
7663	Spellbook - Divine Protection		Spellbook needed to learn Divine Protection. Used by Cardinals/Eva's Saints.	-1	0	0			0	0												0		1
7664	Spellbook - Arcane Protection		Spellbook needed to learn Arcane Protection. Used by Eva's Saints or Shillien Saints.	-1	0	0			0	0												0		1
7665	Spellbook - Prophecy of Water		Spellbook needed to learn Prophecy of Water. Used by Eva's Saints.	-1	0	0			0	0												0		1
7666	Spellbook - Prophecy of Fire		Spellbook needed to learn Prophecy of Fire. Used by Hierophants.	-1	0	0			0	0												0		1
7667	Spellbook - Prophecy of Wind		Spellbook needed to learn Prophecy of Wind. Used by Shillien Saints.	-1	0	0			0	0												0		1
7668	Spellbook - Block Shield		Spellbook needed to learn Block Shield. Used by Hierophants/Shillien Saints.	-1	0	0			0	0												0		1
7669	Spellbook - Block Wind Walk		Spellbook needed to learn Block Wind Walk. Used by Hierophants/Eva's Saints.	-1	0	0			0	0												0		1
7670	Spellbook - Mass Block Shield		Spellbook needed to learn Mass Block Shield. Used by Cardinals.	-1	0	0			0	0												0		1
7671	Spellbook - Mass Block Wind Walk		Spellbook needed to learn Mass Block Wind Walk. Used by Cardinals.	-1	0	0			0	0												0		1
7672	Amulet - Chant of Spirit		Amulet required to memorize the Chant of Spirit spell. Used by Doomcryers.	-1	0	0			0	0												0		1
7673	Amulet - Chant of Victory		Amulet required to memorize the Chant of Victory spell. Used by Doomcryers.	-1	0	0			0	0												0		1
7674	Amulet - Pa'agrio's Eye		Amulet required to memorize the Pa'agrio's Eye spell. Used by Dominators.	-1	0	0			0	0												0		1
7675	Amulet - Pa'agrio's Soul		Amulet required to memorize the Pa'agrio's Soul spell. Used by Dominators.	-1	0	0			0	0												0		1
7676	Amulet - Seal of Despair		Amulet required to memorize the Seal of Despair spell. Used by Dominators.	-1	0	0			0	0												0		1
7677	Virgil's Letter		Letter sent by Virgil, a rich Dwarf in the Rune Township. It asks for help.	-1	0	0			0	0												0		1
7678	Caradine's Letter		Letter sent by Messenger of the Lake, Caradine. Says to go to the Town of Goddard when you reach Sub Class Level 65.	-1	0	0			0	0												0		1
7679	Caradine's Letter		Letter sent by Messenger of the Lake, Caradine. Says to go to the Town of Goddard when you reach Sub Class Level 75.	-1	0	0			0	0												0		1
7684	Raccoon Ears Fabric		Main ingredient essentially required to make Raccoon Ears. Can also be sold at ordinary shops.	-1	0	0			0	0												0		1
7685	Outlaw's Eyepatch Strap		Main ingredient essentially required to make an Outlaw's Eyepatch. Can also be sold at ordinary shops.	-1	0	0			0	0												0		1
7686	Maiden's Hairpin Piece		Main ingredient essentially required to make a Maiden's Hairpin. Can also be sold at ordinary shops.	-1	0	0			0	0												0		1
7687	Rabbit Ears Fabric		Main ingredient essentially required to make Rabbit Ears. Can also be sold at ordinary shops.	-1	0	0			0	0												0		1
7688	Cat Ears Fabric		Main ingredient essentially required to make Cat Ears. Can also be sold at ordinary shops.	-1	0	0			0	0												0		1
7689	Recipe - Raccoon Ears (100%)		This recipe for Raccoon Ears can be used by all races. Requires Create Common Item Skill Level 4.	-1	0	0			0	0												0		1
7690	Recipe - Outlaw's Eyepatch (100%)		This technique for creating an Outlaw's Eyepatch can be used by all races. Requires Create Common Item Skill Level 4.	-1	0	0			0	0												0		1
7691	Recipe - Maiden's Hairpin (100%)		This technique to create a Maiden's Hairpin can be used by all races. Requires Create Common Item Skill Level 4.	-1	0	0			0	0												0		1
7692	Recipe - Rabbit Ears (100%)		This recipe for Rabbit Ears can be used by all races. Requires Create Common Item Skill Level 4.	-1	0	0			0	0												0		1
7693	Recipe - Cat Ears (100%)		This recipe for Cat Ears can be used by all races. Requires Create Common Item Skill Level 4.	-1	0	0			0	0												0		1
7697	Piece of Forget-me-not Hairpin		An indispensable raw material that is needed to make a Forget-me-not Hairpin. It can be sold at a general store.	-1	0	0			0	0												0		1
7698	Piece of Daisy Hairpin		An indispensable material that is needed to make a Daisy Hairpin. It can be sold at a general store.	-1	0	0			0	0												0		1
7699	Recipe: Forget-me-not Hairpin (100%)		This technique for creating a Forget-me-not Hairpin can be used by all races. Requires Create Common Item Skill Level 4.	-1	0	0			0	0												0		1
7700	Recipe: Daisy Hairpin (100%)		This technique for creating a Daisy Hairpin can be used by all races. Requires Create Common Item Skill Level 4.	-1	0	0			0	0												0		1
7725	Booty - Gray Pouch		An item recovered from the swampland. It is a dirty and worn out gray pouch that is ripped here and there. It seems to contain an object that looks like a water bottle. If you double-click it, you can view what it contains.	-1	0	0			0	0												0		1
7726	Small Nimble Green Fish - For Beginners		Double-click to randomly change into another item. The changed item can be used as  a regular ingredient to make other items.	-1	0	0			0	0												0		1
7727	Small Ugly Green Fish - For Beginners		Double-click to randomly change into another item. The changed item can be used as  a regular ingredient to make other items.	-1	0	0			0	0												0		1
7728	Small Pudgy Green Fish - For Beginners		Double-click to randomly change into another item. The changed item can be used as  a regular ingredient to make other items.	-1	0	0			0	0												0		1
7729	Nimble Green Fish - For Beginners		Double-click to randomly change into another item. The changed item can be used as  a regular ingredient to make other items.	-1	0	0			0	0												0		1
7730	Ugly Green Fish - For Beginners		Double-click to randomly change into another item. The changed item can be used as  a regular ingredient to make other items.	-1	0	0			0	0												0		1
7731	Pudgy Green Fish - For Beginners		Double-click to randomly change into another item. The changed item can be used as  a regular ingredient to make other items.	-1	0	0			0	0												0		1
7732	Large Nimble Green Fish - For Beginners		Double-click to randomly change into another item. The changed item can be used as  a regular ingredient to make other items.	-1	0	0			0	0												0		1
7733	Large Ugly Green Fish - For Beginners		Double-click to randomly change into another item. The changed item can be used as  a regular ingredient to make other items.	-1	0	0			0	0												0		1
7734	Large Pudgy Green Fish - For Beginners		Double-click to randomly change into another item. The changed item can be used as  a regular ingredient to make other items.	-1	0	0			0	0												0		1
7735	Small Jade Nimble Fish - For Beginners		Double-click to randomly change into another item. The changed item can be used as  a regular ingredient to make other items.	-1	0	0			0	0												0		1
7736	Small Jade Ugly Fish - For Beginners		Double-click to randomly change into another item. The changed item can be used as  a regular ingredient to make other items.	-1	0	0			0	0												0		1
7737	Small Jade Fat Fish - For Beginners		Double-click to randomly change into another item. The changed item can be used as  a regular ingredient to make other items.	-1	0	0			0	0												0		1
7738	Jade Nimble Fish - For Beginners		Double-click to randomly change into another item. The changed item can be used as  a regular ingredient to make other items.	-1	0	0			0	0												0		1
7739	Jade Ugly Fish - For Beginners		Double-click to randomly change into another item. The changed item can be used as  a regular ingredient to make other items.	-1	0	0			0	0												0		1
7740	Jade Fat Fish - For Beginners		Double-click to randomly change into another item. The changed item can be used as  a regular ingredient to make other items.	-1	0	0			0	0												0		1
7741	Large Jade Nimble Fish - For Beginners		Double-click to randomly change into another item. The changed item can be used as  a regular ingredient to make other items.	-1	0	0			0	0												0		1
7742	Large Jade Ugly Fish - For Beginners		Double-click to randomly change into another item. The changed item can be used as  a regular ingredient to make other items.	-1	0	0			0	0												0		1
7743	Large Jade Fat Fish - For Beginners		Double-click to randomly change into another item. The changed item can be used as  a regular ingredient to make other items.	-1	0	0			0	0												0		1
7744	Small Blue Nimble Fish - For Beginners		Double-click to randomly change into another item. The changed item can be used as  a regular ingredient to make other items.	-1	0	0			0	0												0		1
7745	Small Blue Ugly Fish - For Beginners		Double-click to randomly change into another item. The changed item can be used as  a regular ingredient to make other items.	-1	0	0			0	0												0		1
7746	Small Blue Fat Fish - For Beginners		Double-click to randomly change into another item. The changed item can be used as  a regular ingredient to make other items.	-1	0	0			0	0												0		1
7747	Blue Nimble Fish - For Beginners		Double-click to randomly change into another item. The changed item can be used as  a regular ingredient to make other items.	-1	0	0			0	0												0		1
7748	Blue Ugly Fish - For Beginners		Double-click to randomly change into another item. The changed item can be used as  a regular ingredient to make other items.	-1	0	0			0	0												0		1
7749	Blue Fat Fish - For Beginners		Double-click to randomly change into another item. The changed item can be used as  a regular ingredient to make other items.	-1	0	0			0	0												0		1
7750	Large Blue Nimble Fish - For Beginners		Double-click to randomly change into another item. The changed item can be used as  a regular ingredient to make other items.	-1	0	0			0	0												0		1
7751	Large Blue Ugly Fish - For Beginners		Double-click to randomly change into another item. The changed item can be used as  a regular ingredient to make other items.	-1	0	0			0	0												0		1
7752	Large Blue Fat Fish - For Beginners		Double-click to randomly change into another item. The changed item can be used as  a regular ingredient to make other items.	-1	0	0			0	0												0		1
7753	Small Yellow Nimble Fish - For Beginners		Double-click to randomly change into another item. The changed item can be used as  a regular ingredient to make other items.	-1	0	0			0	0												0		1
7754	Small Yellow Ugly Fish - For Beginners		Double-click to randomly change into another item. The changed item can be used as  a regular ingredient to make other items.	-1	0	0			0	0												0		1
7755	Small Yellow Fat Fish - For Beginners		Double-click to randomly change into another item. The changed item can be used as  a regular ingredient to make other items.	-1	0	0			0	0												0		1
7756	Yellow Nimble Fish - For Beginners		Double-click to randomly change into another item. The changed item can be used as  a regular ingredient to make other items.	-1	0	0			0	0												0		1
7757	Yellow Ugly Fish - For Beginners		Double-click to randomly change into another item. The changed item can be used as  a regular ingredient to make other items.	-1	0	0			0	0												0		1
7758	Yellow Fat Fish - For Beginners		Double-click to randomly change into another item. The changed item can be used as  a regular ingredient to make other items.	-1	0	0			0	0												0		1
7759	Large Yellow Nimble Fish - For Beginners		Double-click to randomly change into another item. The changed item can be used as  a regular ingredient to make other items.	-1	0	0			0	0												0		1
7760	Large Yellow Ugly Fish - For Beginners		Double-click to randomly change into another item. The changed item can be used as  a regular ingredient to make other items.	-1	0	0			0	0												0		1
7761	Large Yellow Fat Fish - For Beginners		Double-click to randomly change into another item. The changed item can be used as  a regular ingredient to make other items.	-1	0	0			0	0												0		1
7762	Small Orange Nimble Fish - For Beginners		Double-click to randomly change into another item. The changed item can be used as  a regular ingredient to make other items.	-1	0	0			0	0												0		1
7763	Small Orange Ugly Fish - For Beginners		Double-click to randomly change into another item. The changed item can be used as  a regular ingredient to make other items.	-1	0	0			0	0												0		1
7764	Small Orange Fat Fish - For Beginners		Double-click to randomly change into another item. The changed item can be used as  a regular ingredient to make other items.	-1	0	0			0	0												0		1
7765	Orange Nimble Fish - For Beginners		Double-click to randomly change into another item. The changed item can be used as  a regular ingredient to make other items.	-1	0	0			0	0												0		1
7766	Orange Ugly Fish - For Beginners		Double-click to randomly change into another item. The changed item can be used as  a regular ingredient to make other items.	-1	0	0			0	0												0		1
